Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational  Option Type","NSLP  Provision  Status","Charter  School  (Y/N)","Charter  School  Number","Charter  Funding  Type",IRC,Low Grade,High Grade,"Enrollment  (K-12)","Free Meal  Count  (K-12)","Percent (%)  Eligible Free  (K-12)","FRPM Count  (K-12)","Percent (%)  Eligible FRPM  (K-12)","Enrollment  (Ages 5-17)","Free Meal  Count  (Ages 5-17)","Percent (%)  Eligible Free  (Ages 5-17)","FRPM Count  (Ages 5-17)","Percent (%)  Eligible FRPM  (Ages 5-17)","2013-14  CALPADS Fall 1  Certification Status"
2014-2015,19,64592,6117246,Los Angeles,Hawthorne ,Kornblum,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,N,,,N,K,5,688,582,84.6%,630,91.6%,680,574,84.4%,622,91.5%,Y
2014-2015,19,64600,1,Los Angeles,Hermosa Beach City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,3,0,0%,0,0%,3,0,0%,0,0%,Y
2014-2015,19,64600,6014047,Los Angeles,Hermosa Beach City Elementary,Hermosa View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,2,485,8,1.6%,8,1.6%,463,7,1.5%,7,1.5%,Y
2014-2015,19,64600,6095434,Los Angeles,Hermosa Beach City Elementary,Hermosa Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,3,8,991,27,2.7%,28,2.8%,991,27,2.7%,28,2.8%,Y
2014-2015,19,64626,6014427,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,Hughes-Elizabeth Lakes,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,223,70,31.4%,98,43.9%,218,69,31.7%,96,44%,Y
2014-2015,19,64634,1,Los Angeles,Inglewood Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,70,7,10%,7,10%,49,5,10.2%,5,10.2%,Y
2014-2015,19,64634,101667,Los Angeles,Inglewood Unified,Wilder's Preparatory Academy Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,582,Directly funded,Y,K,5,388,245,63.1%,299,77.1%,387,244,63%,298,77%,Y
2014-2015,19,64634,116822,Los Angeles,Inglewood Unified,Wilder's Preparatory Academy Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,977,Directly funded,Y,6,8,209,118,56.5%,155,74.2%,209,118,56.5%,155,74.2%,Y
2014-2015,19,64634,119552,Los Angeles,Inglewood Unified,Today's Fresh Start Charter School Inglewood,Unified School District,Elementary Schools (Public),Traditional,,Y,1075,Directly funded,Y,K,6,366,267,73%,327,89.3%,359,261,72.7%,320,89.1%,Y
2014-2015,19,64634,120303,Los Angeles,Inglewood Unified,ICEF Inglewood Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1121,Directly funded,Y,K,5,363,295,81.3%,326,89.8%,358,290,81%,321,89.7%,Y
2014-2015,19,64634,120311,Los Angeles,Inglewood Unified,ICEF Inglewood Middle Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1122,Directly funded,Y,6,8,212,150,70.8%,173,81.6%,211,149,70.6%,172,81.5%,Y
2014-2015,19,64634,121186,Los Angeles,Inglewood Unified,Children of Promise Preparatory Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1137,Directly funded,Y,K,6,264,209,79.2%,252,95.5%,256,201,78.5%,244,95.3%,Y
2014-2015,19,64634,128991,Los Angeles,Inglewood Unified,Grace Hopper STEM Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1612,Directly funded,Y,6,8,75,74,98.7%,75,100%,75,74,98.7%,75,100%,Y
2014-2015,19,64634,1934231,Los Angeles,Inglewood Unified,Inglewood High,Unified School District,High Schools (Public),Traditional,Provision 2,N,,,N,9,12,1207,713,59.1%,760,63%,1135,674,59.4%,719,63.3%,Y
2014-2015,19,64634,1934249,Los Angeles,Inglewood Unified,Inglewood Continuation High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,97,76,78.4%,79,81.4%,83,66,79.5%,69,83.1%,Y
2014-2015,19,64634,1936046,Los Angeles,Inglewood Unified,Morningside High,Unified School District,High Schools (Public),Traditional,Provision 2,N,,,N,9,12,965,734,76.1%,801,83%,901,684,75.9%,749,83.1%,Y
2014-2015,19,64634,1996529,Los Angeles,Inglewood Unified,City Honors College Preparatory Academy,Unified School District,High Schools (Public),Traditional,Provision 2,N,,,N,10,12,227,104,45.8%,122,53.7%,220,102,46.4%,119,54.1%,Y
2014-2015,19,64634,1996586,Los Angeles,Inglewood Unified,Animo Inglewood Charter High,Unified School District,High Schools (Public),Traditional,,Y,432,Directly funded,Y,9,12,633,491,77.6%,569,89.9%,614,477,77.7%,552,89.9%,Y
2014-2015,19,64634,6014435,Los Angeles,Inglewood Unified,Bennett/Kew Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,505,395,78.2%,428,84.8%,495,392,79.2%,425,85.9%,Y
2014-2015,19,64634,6014443,Los Angeles,Inglewood Unified,Worthington Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,497,371,74.6%,404,81.3%,491,368,74.9%,401,81.7%,Y
2014-2015,19,64634,6014450,Los Angeles,Inglewood Unified,Centinela Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,704,520,73.9%,563,80%,703,520,74%,563,80.1%,Y
2014-2015,19,64634,6014476,Los Angeles,Inglewood Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,719,548,76.2%,594,82.6%,709,545,76.9%,591,83.4%,Y
2014-2015,19,64634,6014492,Los Angeles,Inglewood Unified,Kelso (William H.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,650,483,74.3%,536,82.5%,638,478,74.9%,529,82.9%,Y
2014-2015,19,64634,6014518,Los Angeles,Inglewood Unified,La Tijera K-8 Academy of Excellence,Unified School District,Elementary Schools (Public),Traditional,Provision 2,Y,1591,Locally funded,N,K,8,717,484,67.5%,568,79.2%,704,476,67.6%,558,79.3%,Y
2014-2015,19,64634,6014526,Los Angeles,Inglewood Unified,Lane (Warren) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,341,245,71.8%,264,77.4%,333,241,72.4%,260,78.1%,Y
2014-2015,19,64634,6014534,Los Angeles,Inglewood Unified,Oak Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,729,525,72%,591,81.1%,717,520,72.5%,586,81.7%,Y
2014-2015,19,64634,6014542,Los Angeles,Inglewood Unified,Parent (Frank D.) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,8,634,300,47.3%,341,53.8%,625,300,48%,341,54.6%,Y
2014-2015,19,64634,6014559,Los Angeles,Inglewood Unified,Payne (Beulah) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,771,586,76%,638,82.7%,758,584,77%,636,83.9%,Y
2014-2015,19,64634,6014575,Los Angeles,Inglewood Unified,Woodworth (Clyde) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,385,281,73%,285,74%,374,277,74.1%,281,75.1%,Y
2014-2015,19,64634,6057749,Los Angeles,Inglewood Unified,Crozier (George W.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,7,9,706,478,67.7%,530,75.1%,706,478,67.7%,530,75.1%,Y
2014-2015,19,64634,6057756,Los Angeles,Inglewood Unified,Monroe (Albert F.) Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,7,8,633,494,78%,531,83.9%,633,494,78%,531,83.9%,Y
2014-2015,19,64634,6098768,Los Angeles,Inglewood Unified,Hudnall (Claude) Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,402,299,74.4%,323,80.3%,391,296,75.7%,319,81.6%,Y
2014-2015,19,64642,120956,Los Angeles,Keppel Union Elementary,Desert View Community Day,Elementary School District,District Community Day Schools,Community Day School,,N,,,N,K,8,5,4,80%,4,80%,5,4,80%,4,80%,Y
2014-2015,19,64642,6014583,Los Angeles,Keppel Union Elementary,Keppel Academy,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,5,8,380,246,64.7%,291,76.6%,380,246,64.7%,291,76.6%,Y
2014-2015,19,64642,6014591,Los Angeles,Keppel Union Elementary,Alpine Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,462,368,79.7%,403,87.2%,462,368,79.7%,403,87.2%,Y
2014-2015,19,64642,6014609,Los Angeles,Keppel Union Elementary,Antelope Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,397,328,82.6%,343,86.4%,380,313,82.4%,328,86.3%,Y
2014-2015,19,64642,6105969,Los Angeles,Keppel Union Elementary,Lake Los Angeles Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,493,372,75.5%,421,85.4%,493,372,75.5%,421,85.4%,Y
2014-2015,19,64642,6106272,Los Angeles,Keppel Union Elementary,Daisy Gibson Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,557,462,82.9%,507,91%,557,462,82.9%,507,91%,Y
2014-2015,19,64642,6108542,Los Angeles,Keppel Union Elementary,Pearblossom Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,347,224,64.6%,246,70.9%,347,224,64.6%,246,70.9%,Y
2014-2015,19,64659,1,Los Angeles,La Canada Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,14,1,7.1%,1,7.1%,11,1,9.1%,1,9.1%,Y
2014-2015,19,64659,1934611,Los Angeles,La Canada Unified,La Canada High,Unified School District,High Schools (Public),Traditional,,N,,,N,7,12,2102,12,0.6%,22,1%,2056,11,0.5%,21,1%,Y
2014-2015,19,64659,6014633,Los Angeles,La Canada Unified,La Canada Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,663,8,1.2%,11,1.7%,644,8,1.2%,11,1.7%,Y
2014-2015,19,64659,6014658,Los Angeles,La Canada Unified,Palm Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,580,7,1.2%,9,1.6%,580,7,1.2%,9,1.6%,Y
2014-2015,19,64659,6014666,Los Angeles,La Canada Unified,Paradise Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,699,5,0.7%,7,1%,699,5,0.7%,7,1%,Y
2014-2015,19,64667,106070,Los Angeles,Lancaster Elementary,Endeavour Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,773,424,54.9%,495,64%,773,424,54.9%,495,64%,Y
2014-2015,19,64667,119313,Los Angeles,Lancaster Elementary,John and Jacquelyn Miller Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,643,396,61.6%,439,68.3%,631,387,61.3%,430,68.1%,Y
2014-2015,19,64667,123174,Los Angeles,Lancaster Elementary,Life Source International Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,1225,Directly funded,Y,K,6,390,248,63.6%,262,67.2%,386,246,63.7%,260,67.4%,Y
2014-2015,19,64667,124099,Los Angeles,Lancaster Elementary,Discovery,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,1026,781,76.1%,862,84%,1007,764,75.9%,844,83.8%,Y
2014-2015,19,64667,125559,Los Angeles,Lancaster Elementary,iLEAD Lancaster Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,1376,Directly funded,Y,K,6,505,74,14.7%,75,14.9%,493,73,14.8%,74,15%,Y
2014-2015,19,64667,1996420,Los Angeles,Lancaster Elementary,Amargosa Creek Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,948,578,61%,675,71.2%,948,578,61%,675,71.2%,Y
2014-2015,19,64667,6014674,Los Angeles,Lancaster Elementary,Desert View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,835,638,76.4%,689,82.5%,823,632,76.8%,682,82.9%,Y
2014-2015,19,64667,6014682,Los Angeles,Lancaster Elementary,El Dorado Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,769,655,85.2%,692,90%,749,638,85.2%,675,90.1%,Y
2014-2015,19,64667,6014690,Los Angeles,Lancaster Elementary,Joshua Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,702,573,81.6%,621,88.5%,684,560,81.9%,604,88.3%,Y
2014-2015,19,64667,6014708,Los Angeles,Lancaster Elementary,Linda Verde Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,697,602,86.4%,621,89.1%,674,583,86.5%,600,89%,Y
2014-2015,19,64667,6014716,Los Angeles,Lancaster Elementary,Mariposa Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,771,664,86.1%,689,89.4%,759,654,86.2%,678,89.3%,Y
2014-2015,19,64667,6014724,Los Angeles,Lancaster Elementary,Monte Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,893,672,75.3%,736,82.4%,868,656,75.6%,719,82.8%,Y
2014-2015,19,64667,6014740,Los Angeles,Lancaster Elementary,Piute Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,856,745,87%,771,90.1%,856,745,87%,771,90.1%,Y
2014-2015,19,64667,6014757,Los Angeles,Lancaster Elementary,Sierra Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,693,585,84.4%,610,88%,677,572,84.5%,595,87.9%,Y
2014-2015,19,64667,6014765,Los Angeles,Lancaster Elementary,Sunnydale Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,568,446,78.5%,488,85.9%,557,438,78.6%,479,86%,Y
2014-2015,19,64667,6108393,Los Angeles,Lancaster Elementary,Nancy Cory Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,651,431,66.2%,488,75%,636,420,66%,475,74.7%,Y
2014-2015,19,64667,6108401,Los Angeles,Lancaster Elementary,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,883,689,78%,759,86%,863,674,78.1%,741,85.9%,Y
2014-2015,19,64667,6108419,Los Angeles,Lancaster Elementary,Jack Northrop Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,661,484,73.2%,533,80.6%,642,468,72.9%,516,80.4%,Y
2014-2015,19,64667,6108526,Los Angeles,Lancaster Elementary,Lancaster Alternative and Virtual Academies,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,4,8,109,74,67.9%,75,68.8%,109,74,67.9%,75,68.8%,Y
2014-2015,19,64667,6109276,Los Angeles,Lancaster Elementary,West Wind Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,898,415,46.2%,495,55.1%,872,402,46.1%,480,55%,Y
2014-2015,19,64667,6113294,Los Angeles,Lancaster Elementary,New Vista Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,869,647,74.5%,717,82.5%,869,647,74.5%,717,82.5%,Y
2014-2015,19,64667,6117022,Los Angeles,Lancaster Elementary,Crossroads Community Day,Elementary School District,District Community Day Schools,Community Day School,,N,,,N,K,8,9,8,88.9%,8,88.9%,9,8,88.9%,8,88.9%,Y
2014-2015,19,64683,101154,Los Angeles,Las Virgenes Unified,Alice C. Stelle Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,746,32,4.3%,46,6.2%,746,32,4.3%,46,6.2%,Y
2014-2015,19,64683,116129,Los Angeles,Las Virgenes Unified,Mariposa School of Global Education,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,8,362,16,4.4%,16,4.4%,347,16,4.6%,16,4.6%,Y
2014-2015,19,64683,1930080,Los Angeles,Las Virgenes Unified,Agoura High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,2168,130,6%,168,7.7%,2106,124,5.9%,160,7.6%,Y
2014-2015,19,64683,1931260,Los Angeles,Las Virgenes Unified,Indian Hills Continuation High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,23,4,17.4%,6,26.1%,21,4,19%,6,28.6%,Y
2014-2015,19,64683,1931781,Los Angeles,Las Virgenes Unified,Calabasas High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1824,103,5.6%,129,7.1%,1775,99,5.6%,124,7%,Y
2014-2015,19,64683,6014781,Los Angeles,Las Virgenes Unified,Arthur E. Wright Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,859,82,9.5%,105,12.2%,859,82,9.5%,105,12.2%,Y
2014-2015,19,64683,6014799,Los Angeles,Las Virgenes Unified,Chaparral Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,608,42,6.9%,58,9.5%,599,42,7%,57,9.5%,Y
2014-2015,19,64683,6014807,Los Angeles,Las Virgenes Unified,Round Meadow Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,588,26,4.4%,30,5.1%,577,26,4.5%,30,5.2%,Y
2014-2015,19,64683,6014815,Los Angeles,Las Virgenes Unified,White Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,434,13,3%,16,3.7%,426,13,3.1%,16,3.8%,Y
2014-2015,19,64683,6014823,Los Angeles,Las Virgenes Unified,Yerba Buena Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,414,14,3.4%,20,4.8%,409,14,3.4%,20,4.9%,Y
2014-2015,19,64683,6066765,Los Angeles,Las Virgenes Unified,Lindero Canyon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,1016,68,6.7%,79,7.8%,1016,68,6.7%,79,7.8%,Y
2014-2015,19,64683,6085658,Los Angeles,Las Virgenes Unified,Lupin Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,620,61,9.8%,74,11.9%,602,57,9.5%,69,11.5%,Y
2014-2015,19,64683,6093025,Los Angeles,Las Virgenes Unified,Sumac Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,397,86,21.7%,104,26.2%,388,85,21.9%,103,26.5%,Y
2014-2015,19,64683,6099030,Los Angeles,Las Virgenes Unified,Willow Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,578,11,1.9%,18,3.1%,552,10,1.8%,17,3.1%,Y
2014-2015,19,64683,6110563,Los Angeles,Las Virgenes Unified,Bay Laurel Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,622,16,2.6%,18,2.9%,607,16,2.6%,18,3%,Y
2014-2015,19,64691,1,Los Angeles,Lawndale Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,5,0,0%,0,0%,5,0,0%,0,0%,Y
2014-2015,19,64691,112144,Los Angeles,Lawndale Elementary,Jane Addams Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,902,564,62.5%,706,78.3%,902,564,62.5%,706,78.3%,Y
2014-2015,19,64691,1996438,Los Angeles,Lawndale Elementary,Environmental Charter High,Elementary School District,High Schools (Public),Traditional,,Y,353,Directly funded,Y,9,12,524,328,62.6%,408,77.9%,510,320,62.7%,400,78.4%,Y
2014-2015,19,64691,6014831,Los Angeles,Lawndale Elementary,William Anderson Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,817,626,76.6%,719,88%,805,618,76.8%,709,88.1%,Y
2014-2015,19,64691,6014856,Los Angeles,Lawndale Elementary,Billy Mitchell Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,586,432,73.7%,504,86%,573,422,73.6%,493,86%,Y
2014-2015,19,64691,6014898,Los Angeles,Lawndale Elementary,Lucille J. Smith Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,495,286,57.8%,375,75.8%,495,286,57.8%,375,75.8%,Y
2014-2015,19,64691,6014906,Los Angeles,Lawndale Elementary,Mark Twain Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,554,239,43.1%,327,59%,554,239,43.1%,327,59%,Y
2014-2015,19,64691,6014914,Los Angeles,Lawndale Elementary,F. D. Roosevelt Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,697,567,81.3%,648,93%,684,556,81.3%,635,92.8%,Y
2014-2015,19,64691,6014922,Los Angeles,Lawndale Elementary,Will Rogers Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,962,659,68.5%,790,82.1%,962,659,68.5%,790,82.1%,Y
2014-2015,19,64691,6014930,Los Angeles,Lawndale Elementary,William Green Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,758,522,68.9%,633,83.5%,750,515,68.7%,626,83.5%,Y
2014-2015,19,64709,1,Los Angeles,Lennox,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,7,0,0%,0,0%,7,0,0%,0,0%,Y
